bodyId,layer_mean,layer_olf_mean,layer_th_mean
1982030363,1.0,1.0,
1982328174,1.0,1.0,
1982332176,1.0,1.0,
1982332225,1.0,1.0,
1982332306,1.0,1.0,
1982336521,1.0,1.0,
1982341093,1.0,1.0,
1982358534,1.0,1.0,
1982643277,1.0,1.0,
1982669243,1.0,1.0,
1982669251,1.0,1.0,
1982673199,1.0,1.0,
1982703607,1.0,1.0,
1982716575,1.0,1.0,
1982717040,1.0,1.0,
1983032017,1.0,1.0,
1983032138,1.0,1.0,
1983036540,1.0,1.0,
1983036578,1.0,1.0,
1983040829,1.0,1.0,
1983044890,1.0,1.0,
1983329638,1.0,1.0,
1983359965,1.0,1.0,
1983364112,1.0,1.0,
1983373284,1.0,1.0,
1983377791,1.0,1.0,
1983381548,1.0,1.0,
1983381579,1.0,1.0,
1983381746,1.0,1.0,
1983381965,1.0,1.0,
1983657566,1.0,1.0,
1983661767,1.0,1.0,
1983675059,1.0,1.0,
1983696486,1.0,1.0,
1983718771,1.0,1.0,
1983727221,1.0,1.0,
1983998527,1.0,1.0,
1984007381,1.0,1.0,
1984007485,1.0,1.0,
1984011455,1.0,1.0,
1984050417,1.0,1.0,
1984361258,1.0,1.0,
1992161820,7.636,7.863,7.975
1993763546,7.934,8.096,8.28
1993773111,8.104,8.289,8.471
1994091810,7.851,8.019,8.186
1994104533,8.872,9.053,9.26
1994104774,8.008,8.205,8.365
1994113270,7.498,7.707,8.043
1995188679,6.471,6.735,6.915
1995516734,7.156,7.242,7.693
1995598377,5.641,5.858,5.974
1995658740,6.771,7.01,7.124
1995858223,7.027,7.146,7.621
1995861983,5.897,6.116,6.365
1995939465,5.868,6.195,6.155
1995952560,6.344,6.607,6.636
1995956763,5.639,6.139,5.844
1996190954,6.612,6.777,7.095
1996202685,5.83,6.059,6.358
1996276256,6.22,6.568,6.436
1996276282,5.329,5.648,5.677
1996276320,5.574,5.843,5.943
1996280432,4.617,5.305,4.747
1996284645,5.988,6.4,6.091
1996288833,4.24,4.794,4.447
1996475494,7.163,7.304,7.767
1996522484,6.559,6.674,6.994
1996536055,6.212,6.426,6.689
1996536301,6.963,7.133,7.411
1996625849,6.018,6.295,6.335
1996625928,4.573,4.757,4.937
1996643378,6.801,7.036,7.128
1997196747,6.209,6.5,6.619
1997230776,6.945,7.079,7.498
1997498177,7.143,7.267,7.819
1997636890,6.278,6.618,6.521
1998176218,6.694,6.707,7.42
1998250011,6.337,6.482,7.066
1998625686,6.276,6.536,6.622
1998918602,6.668,6.895,7.18
1998922583,6.742,6.94,7.332
1999583364,7.142,7.298,7.816
1999587615,6.138,6.356,6.796
2000028737,5.928,6.231,6.161
2000265159,6.306,6.46,6.905
2000606012,6.451,6.701,6.891
2000791629,5.601,6.089,5.933
2000792015,5.126,5.268,5.555
2000792054,6.372,6.775,6.645
2000900137,7.269,7.396,7.972
2000903820,7.016,7.166,7.534
2001132925,6.192,6.49,6.608
2001392088,7.659,7.863,8.1
2001461914,5.889,6.103,6.454
2001633881,6.824,6.975,7.365
2002022447,5.333,5.986,5.457
2002082301,5.885,6.314,6.126
2002083432,6.461,6.773,6.852
2002103845,4.531,4.821,4.943
2002406419,6.403,6.653,6.818
2002436731,6.063,6.544,6.347
2002976113,6.443,6.622,6.867
2003486429,5.947,6.212,6.542
2003986785,7.1,7.395,7.606
2004802395,5.111,5.525,5.335
2005484604,5.749,6.023,6.039
2006222555,5.929,6.196,6.446
2006796832,6.998,7.184,7.508
2006845047,6.208,6.489,6.555
2006926086,6.345,6.466,7.032
2007068523,4.784,5.46,4.942
2007578488,2.327,3.934,2.355
2007578510,2.209,3.975,2.208
2007603825,1.0,1.0,
2007604041,1.0,1.0,
2007604080,1.0,1.0,
2007604084,1.0,1.0,
2008239574,1.0,,1.0
2008579902,1.0,,1.0
2008627426,1.0,1.0,
2008631215,1.0,1.0,
2008631840,1.0,1.0,
2008632172,1.0,1.0,
2008632294,1.0,1.0,
2008632383,1.0,1.0,
2008920639,1.0,,1.0
2008921702,2.318,2.303,3.7
2008926220,2.084,4.471,2.085
2008972867,1.0,1.0,
2009184596,7.223,7.337,7.759
2009235834,1.0,1.0,
2009235843,1.0,1.0,
2009235865,1.0,1.0,
2009235983,1.0,1.0,
2009236011,1.0,1.0,
2009236068,1.0,1.0,
2009240747,1.0,1.0,
2009240803,1.0,1.0,
2009240823,1.0,1.0,
2009240859,1.0,1.0,
2009274786,1.0,,1.0
2009274855,1.0,,1.0
2009309602,1.0,1.0,
2009524968,7.119,7.295,7.583
2009538287,7.038,7.179,7.594
2009576932,1.0,1.0,
2009611617,1.0,,1.0
2009611976,1.0,,1.0
2009612004,1.0,,1.0
2009654721,1.0,1.0,
2009655004,1.0,1.0,
2009853953,7.356,7.467,7.787
2009861709,7.193,7.37,7.703
2009879876,7.21,7.389,7.718
2009953077,1.0,,1.0
2010000253,1.0,1.0,
2010246349,1.0,1.0,
2010246433,1.0,1.0,
2010548349,7.028,7.229,7.454
2010582646,1.0,1.0,
2010587163,1.0,1.0,
2010595874,1.0,1.0,
2010889646,7.292,7.408,7.756
2010928213,1.0,1.0,
2010928226,1.0,1.0,
2010928256,1.0,1.0,
2010936968,1.0,1.0,
2010937101,1.0,1.0,
2010992546,2.105,2.118,5.159
2011023253,1.0,1.0,
2011023423,1.0,1.0,
2011023513,1.0,1.0,
2011023562,1.0,1.0,
2011264911,1.0,1.0,
2011269409,1.0,1.0,
2011308218,2.726,2.748,4.287
2011359759,1.0,1.0,
2011364502,1.0,1.0,
2011364607,1.0,1.0,
2011364702,1.0,1.0,
2011692507,1.0,1.0,
2011701376,1.0,1.0,
2011705413,1.0,1.0,
2011705565,1.0,1.0,
2011705714,1.0,1.0,
2012046487,1.0,1.0,
2012469791,1.0,1.0,
2012698272,1.0,1.0,
2012710720,1.0,1.0,
2012728682,1.0,1.0,
2012987196,1.0,1.0,
2012987253,1.0,1.0,
2013021846,1.0,1.0,
2013022074,1.0,1.0,
2013052474,1.0,1.0,
2013328302,1.0,1.0,
2013328496,1.0,1.0,
2013328601,1.0,1.0,
2013332880,1.0,1.0,
2013333009,2.167,2.171,4.981
2013363026,1.0,1.0,
2013366977,1.0,1.0,
2013371258,1.0,1.0,
2013375883,1.0,1.0,
2013674001,1.0,1.0,
2013678148,1.0,1.0,
2013691011,1.0,1.0,
2013708057,1.0,1.0,
2013712652,1.0,1.0,
2013734421,1.0,1.0,
2013734557,1.0,1.0,
2013751519,1.0,1.0,
2013751718,1.0,1.0,
2013751786,1.0,1.0,
2013751841,1.0,1.0,
2013751862,1.0,1.0,
2013751890,1.0,1.0,
2013751896,1.0,1.0,
2013751940,1.0,1.0,
2013755484,1.0,1.0,
2014014677,1.0,1.0,
2014023478,1.0,1.0,
2014036488,1.0,1.0,
2014036496,1.0,1.0,
2014057997,1.0,1.0,
2014084415,1.0,1.0,
2014368773,1.0,1.0,
2014377317,1.0,1.0,
2014382294,1.0,1.0,
2014394780,1.0,1.0,
2014398891,1.0,1.0,
2014749251,1.0,1.0,
2015396491,1.0,1.0,
2015400778,1.0,1.0,
2015404634,1.0,1.0,
2015404662,1.0,1.0,
2023245060,4.961,5.201,5.206
2024465881,7.932,8.153,8.253
2024465996,7.945,8.117,8.291
2024470697,8.106,8.289,8.471
2025122315,9.896,10.105,10.205
2025140249,8.106,8.289,8.471
2025480565,7.807,8.031,8.187
2025506989,6.677,6.927,7.207
2025507235,8.016,8.172,8.387
2026154319,8.106,8.289,8.471
2026292621,7.035,7.295,7.42
2026862112,7.045,7.162,7.551
2026866677,6.512,6.698,6.97
2026896672,6.772,6.982,7.199
2027238554,7.198,7.315,7.826
2027609500,6.374,6.719,6.6
2027880999,6.805,7.007,7.295
2027890302,6.704,6.836,7.191
2027912072,7.438,7.646,8.032
2027997391,6.755,7.051,7.127
2027997425,5.998,6.331,6.283
2027997498,5.213,5.771,5.432
2028261229,7.065,7.264,7.686
2028261424,6.175,6.262,6.889
2028309036,6.516,6.759,6.771
2028339038,6.637,6.838,7.051
2028588805,6.389,6.564,6.845
2028670863,6.673,6.952,7.039
2028675274,5.496,5.712,5.797
2028675474,5.697,5.962,5.989
2029345079,6.888,7.208,7.167
2029573063,6.712,6.904,7.254
2029624973,7.575,7.728,8.189
2029893828,6.545,6.751,7.135
2030031730,4.003,4.366,4.366
2030342003,3.971,4.382,4.515
2030381586,5.343,5.59,5.669
2030701241,5.604,6.018,5.862
2031050879,4.666,4.907,5.03
2031266973,7.064,7.18,7.643
2031279383,6.101,6.387,6.611
2031343357,5.161,5.388,5.445
2031407907,5.841,6.234,6.105
2031679779,7.476,7.645,7.983
2031697802,6.336,6.64,6.769
2031960555,5.914,6.034,6.505
2031961086,6.119,6.351,6.551
2032301858,6.654,6.879,7.192
2032496018,6.024,6.203,6.629
2032664066,6.354,6.573,6.785
2032760275,5.512,5.822,5.784
2032815879,6.08,6.22,6.687
2033005397,5.376,5.433,6.541
2033010036,6.195,6.366,6.636
2033139281,3.824,3.879,5.356
2033333818,6.474,6.706,7.047
2033503245,5.97,6.249,6.517
2033817015,6.307,6.652,6.616
2034477252,5.118,5.434,5.4
2034516836,5.909,6.12,6.572
2036131300,6.622,6.887,7.041
2036156525,5.289,5.549,5.918
2036178921,5.193,5.365,5.601
2036459140,6.097,6.556,6.376
2036510940,5.663,6.286,5.814
2036878120,6.655,6.791,7.217
2037166913,5.925,6.077,6.483
2038280489,2.058,4.498,2.054
2038617453,2.078,4.607,2.077
2038634459,1.0,1.0,
2038638823,1.0,1.0,
2038638855,1.0,1.0,
2038980593,1.0,1.0,
2038980773,1.0,1.0,
2039100722,6.833,7.214,7.139
2039273648,2.097,4.608,2.121
2039317259,1.0,1.0,
2039317327,1.0,1.0,
2039321461,1.0,1.0,
2039623367,1.0,,1.0
2039662264,1.0,1.0,
2039662566,1.0,1.0,
2039662922,1.0,1.0,
2039666921,1.0,1.0,
2039865821,7.119,7.325,7.624
2039878254,7.687,7.89,8.174
2040008036,1.0,1.0,
2040266092,1.0,1.0,
2040270490,1.0,1.0,
2040270763,2.434,2.473,4.265
2040301572,2.141,2.335,2.738
2040344064,2.147,2.142,4.825
2040348410,1.0,1.0,
2040348807,1.0,1.0,
2040348896,1.0,1.0,
2040603039,1.0,1.0,
2040603130,1.0,1.0,
2040677122,1.0,1.0,
2040681011,1.0,1.0,
2040685505,1.0,1.0,
2040689399,1.0,1.0,
2040689820,1.0,1.0,
2040871009,7.218,7.458,7.68
2040939849,1.0,1.0,
2040939889,1.0,1.0,
2040944240,1.0,1.0,
2040944536,1.0,1.0,
2041026442,1.0,1.0,
2041035008,1.0,1.0,
2041035230,1.0,1.0,
2041255721,7.106,7.262,7.646
2041281083,1.0,1.0,
2041285477,1.0,1.0,
2041367679,1.0,1.0,
2041567042,7.076,7.325,7.551
2041592320,7.395,7.564,7.898
2041621893,2.354,2.327,4.67
2041962740,1.0,1.0,
2041963078,1.0,1.0,
2041993364,2.553,2.533,4.736
2042027880,1.0,1.0,
2042057871,1.0,1.0,
2042390750,1.0,1.0,
2042395169,1.0,1.0,
2042399821,1.0,1.0,
2042403029,1.0,1.0,
2042644919,1.0,1.0,
2042731911,1.0,1.0,
2042740780,1.0,1.0,
2043042499,1.0,1.0,
2043081104,1.0,1.0,
2043418105,1.0,1.0,
2043422490,1.0,1.0,
2043741893,1.0,1.0,
2043762933,1.0,1.0,
2044026514,1.0,1.0,
2044026843,1.0,1.0,
2044026850,1.0,1.0,
2044026917,1.0,1.0,
2044030893,1.0,1.0,
2044056694,1.0,1.0,
2044061100,1.0,1.0,
2044363269,1.0,1.0,
2044363294,1.0,1.0,
2044371693,1.0,1.0,
2044441348,1.0,1.0,
2044445446,1.0,1.0,
2044445500,1.0,1.0,
2044445583,1.0,1.0,
2044445769,1.0,1.0,
2044445822,1.0,1.0,
2044699904,1.0,1.0,
2044704044,1.0,1.0,
2044704083,1.0,1.0,
2044704085,1.0,1.0,
2044704184,1.0,1.0,
2044704260,1.0,1.0,
2044769231,1.0,1.0,
2044786163,1.0,1.0,
2044786251,1.0,1.0,
2044786350,1.0,1.0,
2044786356,1.0,1.0,
2044786423,1.0,1.0,
2044786654,1.0,1.0,
2044786718,1.0,1.0,
2044786781,1.0,1.0,
2045071470,1.0,1.0,
2045105779,1.0,1.0,
2045127426,1.0,1.0,
2045412208,1.0,1.0,
2045412276,1.0,1.0,
2045416817,1.0,1.0,
2045421319,1.0,1.0,
2045459990,1.0,1.0,
2046090071,1.0,1.0,
2046094371,1.0,1.0,
2046128726,1.0,1.0,
2046439442,1.0,1.0,
2055493046,8.051,8.27,8.35
2055807838,7.281,7.671,7.487
2055859601,7.133,7.309,7.739
2056494665,7.837,8.016,8.164
2056511651,7.843,8.02,8.216
2056516383,7.872,8.053,8.26
2056516423,7.968,8.121,8.311
2057194204,7.751,7.936,8.087
2057219937,7.532,7.704,8.072
2057996241,6.147,6.2,7.093
2058004702,6.708,6.934,7.111
2058273371,7.109,7.171,7.753
2058932928,6.968,7.138,7.45
2058954777,6.772,6.975,7.171
2058955063,6.412,6.669,6.913
2059282786,6.533,6.771,7.08
2059295981,7.06,7.256,7.598
2059611420,6.482,6.679,7.003
2059645808,6.826,7.018,7.217
2059926799,6.73,6.949,7.242
2059978318,7.983,8.122,8.483
2060285444,6.475,6.641,6.941
2060406525,5.973,6.229,6.29
2060448332,6.011,6.345,6.238
2060708337,4.679,5.183,4.742
2061028219,6.546,6.845,6.901
2061316365,6.111,6.297,6.577
2061337872,5.666,6.476,5.73
2061411337,5.977,6.34,6.275
2062020032,5.973,6.165,6.593
2062106672,5.569,5.791,5.923
2062386720,6.411,6.728,6.768
2062391037,5.492,5.812,5.732
2062391233,5.511,5.8,5.805
2062404496,5.359,5.721,5.724
2062443471,4.564,4.837,4.862
2062689505,7.189,7.304,7.724
2062780103,5.943,6.135,6.424
2063013720,5.181,5.282,5.896
2063111800,7.339,7.52,7.654
2063401631,4.924,5.126,5.164
2063691268,7.047,7.284,7.462
2064040033,5.001,5.153,6.149
2064040127,4.001,4.072,5.514
2064040742,5.158,5.607,5.782
2064165421,2.166,2.152,4.564
2064713562,6.528,6.772,6.924
2065034289,6.483,6.672,6.898
2065158506,5.588,5.818,5.874
2065192873,6.374,6.733,6.613
2065197353,2.08,4.966,2.063
2065533721,4.578,4.765,5.134
2065533871,5.852,6.09,6.325
2065745704,5.831,6.394,6.075
2065814899,6.571,6.884,6.993
2065879191,4.963,5.248,5.331
2066509864,6.568,6.827,6.893
2067153349,6.368,6.693,6.609
2067847820,5.773,6.015,6.206
2067852579,5.61,5.955,5.929
2067886800,4.723,4.879,5.409
2068801704,5.059,5.897,5.061
2068845394,7.219,7.381,7.697
2068863008,5.56,5.927,6.051
2068965891,4.174,4.695,4.599
2069194719,7.163,7.349,7.693
2069199558,7.234,7.416,7.761
2069320377,1.0,,1.0
2069644133,2.076,4.963,2.072
2069647778,2.049,2.037,6.402
2069648213,2.056,2.045,6.229
2069648663,2.248,3.853,2.277
2069652905,2.402,2.947,2.681
2069868062,7.418,7.544,7.901
2069989274,2.159,3.739,2.148
2070014719,1.0,1.0,
2070222337,7.206,7.365,7.767
2070239660,7.019,7.138,7.528
2070351714,1.0,1.0,
2070351726,1.0,1.0,
2070351862,1.0,1.0,
2070356018,1.0,1.0,
2070542355,7.128,7.307,7.621
2070688701,1.0,1.0,
2070688742,1.0,1.0,
2070692530,1.0,1.0,
2070693048,1.0,1.0,
2070900931,7.175,7.346,7.665
2071029651,1.0,1.0,
2071033930,1.0,1.0,
2071034348,1.0,1.0,
2071245752,7.073,7.293,7.57
2071276111,7.009,7.125,7.517
2071305421,2.612,2.641,4.331
2071388678,1.0,1.0,
2071677193,2.415,3.4,2.544
2071711245,1.0,1.0,
2071715595,1.0,1.0,
2071915317,7.567,7.779,8.123
2071936445,7.014,7.221,7.458
2071949565,7.176,7.361,7.705
2071953654,7.165,7.348,7.706
2071958190,6.821,7.052,7.442
2071974816,2.965,2.974,4.041
2071974975,1.0,1.0,
2072070166,1.0,1.0,
2072268964,7.372,7.517,7.908
2072289947,6.989,7.136,7.519
2072397710,1.0,1.0,
2072398225,1.0,1.0,
2072410774,1.0,1.0,
2072411270,1.0,1.0,
2072657167,1.0,1.0,
2072661366,1.0,1.0,
2072950822,7.288,7.482,7.822
2073049935,1.0,1.0,
2073067325,1.0,1.0,
2073071226,1.0,1.0,
2073075444,1.0,1.0,
2073075693,1.0,1.0,
2073295881,7.163,7.347,7.627
2073343163,1.0,1.0,
2073386494,1.0,1.0,
2073386503,1.0,1.0,
2073386507,1.0,1.0,
2073390652,1.0,1.0,
2073390873,1.0,1.0,
2073408400,1.0,1.0,
2073408606,1.0,1.0,
2073416969,1.0,1.0,
2073425846,1.0,1.0,
2073723397,1.0,1.0,
2073723619,1.0,1.0,
2073753413,1.0,1.0,
2073766750,1.0,1.0,
2073775281,1.0,1.0,
2073775513,1.0,1.0,
2074033750,1.0,1.0,
2074098768,1.0,1.0,
2074116622,1.0,1.0,
2074413812,1.0,1.0,
2074435977,1.0,1.0,
2074440282,1.0,1.0,
2074720301,1.0,1.0,
2074724481,1.0,1.0,
2074785707,1.0,1.0,
2075065746,1.0,1.0,
2075074743,1.0,1.0,
2075130919,1.0,1.0,
2075131086,1.0,1.0,
2075134971,1.0,1.0,
2075139532,1.0,1.0,
2075398005,1.0,1.0,
2075398249,1.0,1.0,
2075402508,1.0,1.0,
2075415818,1.0,1.0,
2075471996,1.0,1.0,
2075752213,1.0,1.0,
2075752364,1.0,1.0,
2075812985,1.0,1.0,
2076080045,1.0,1.0,
2076088889,1.0,1.0,
2076110549,1.0,1.0,
2076119289,1.0,1.0,
2076158214,1.0,1.0,
2076162300,1.0,1.0,
2076166334,1.0,1.0,
2076425439,1.0,1.0,
2076451602,1.0,1.0,
2076494885,1.0,1.0,
2076792416,1.0,1.0,
2077133435,1.0,1.0,
2086540253,7.831,8.044,8.166
2087213841,8.104,8.289,8.471
2087870450,8.099,8.338,8.488
2087892251,7.538,7.71,7.918
2088219787,8.106,8.289,8.471
2088223973,7.622,7.811,8.0
2088285029,6.737,6.907,7.164
2088629661,7.015,7.127,7.648
2088950218,7.128,7.179,7.664
2088971332,6.809,7.108,7.163
2089648712,6.748,6.932,7.219
2089649128,7.254,7.454,7.657
2089649630,6.886,7.106,7.347
2089653445,7.006,7.119,7.605
2089977802,6.62,6.796,7.185
2090681039,7.301,7.488,7.783
2091038527,8.659,8.863,9.1
2091078020,3.23,3.447,3.734
2091362570,6.63,6.834,6.994
2091690899,6.506,6.74,6.925
2091721670,5.052,5.254,5.495
2091742192,3.844,4.549,4.025
2091794210,6.71,6.928,7.125
2092019182,6.27,6.435,6.805
2092088345,4.466,5.207,4.598
2092446344,5.404,5.604,5.712
2093097881,3.549,3.739,3.951
2093327290,6.566,6.702,7.126
2093361647,6.536,6.69,7.071
2093732916,5.237,5.455,5.921
2094043383,6.086,6.259,6.565
2094186530,5.63,5.814,6.216
2094381099,6.189,6.42,6.638
2094397733,6.054,6.371,6.431
2094501381,5.695,5.867,6.259
2094811506,5.379,5.681,5.689
2094817209,4.456,4.733,4.651
2094881374,6.139,6.26,6.715
2095481215,5.001,5.326,5.304
2095498288,6.499,6.806,6.9
2095549849,5.229,5.4,5.889
2096500397,6.062,6.317,6.326
2096846027,6.386,6.663,6.755
2096909873,5.248,5.378,5.633
2096909882,5.561,5.772,6.202
2096909903,6.174,6.482,6.419
2096909904,4.458,4.806,4.995
2096909915,5.984,6.138,6.366
2096913987,6.599,6.781,6.928
2096914099,6.147,6.644,6.354
2096914134,4.994,5.144,5.47
2096914187,4.755,5.007,5.254
2096914200,5.995,6.609,6.159
2096914287,4.736,5.122,5.096
2096914329,5.39,5.649,5.816
2096914331,6.069,6.346,6.298
2097462638,6.283,6.663,6.561
2097864425,5.984,6.108,6.596
2097928626,6.574,6.691,7.128
2099889350,6.925,7.103,7.432
2099889449,6.668,6.952,7.076
2099893858,7.157,7.374,7.655
2100010400,2.145,3.943,2.143
2100666288,2.114,3.605,2.117
2100670439,1.0,,1.0
2100912570,7.266,7.428,7.756
2100916607,7.643,7.778,8.142
2100916614,7.003,7.246,7.468
2100925151,7.074,7.259,7.641
2100934217,7.202,7.334,7.694
2101015643,2.075,3.886,2.077
2101257590,7.354,7.54,7.879
2101339904,2.018,4.626,2.022
2101348562,2.16,3.865,2.145
2101387048,1.0,1.0,
2101390910,1.0,1.0,
2101391269,2.183,2.163,4.799
2101685376,1.0,,1.0
2101719157,1.0,1.0,
2101723222,1.0,1.0,
2101723693,1.0,1.0,
2101728116,1.0,1.0,
2101740474,1.0,1.0,
2101935020,7.087,7.292,7.561
2101935380,6.914,7.122,7.386
2102056443,1.0,1.0,
2102060515,1.0,1.0,
2102065009,1.0,1.0,
2102068842,1.0,1.0,
2102069089,1.0,1.0,
2102077568,1.0,1.0,
2102259127,6.967,7.159,7.377
2102285186,7.085,7.329,7.561
2102392518,1.0,1.0,
2102405375,1.0,1.0,
2102410195,1.0,1.0,
2102613062,7.45,7.645,7.934
2102647985,7.337,7.465,7.816
2102751384,1.0,1.0,
2102954433,6.972,7.199,7.347
2102962866,7.513,7.686,8.039
2102984578,7.71,7.87,8.214
2103079192,1.0,1.0,
2103100204,1.0,1.0,
2103104764,1.0,1.0,
2103104826,1.0,1.0,
2103423940,1.0,1.0,
2103428527,1.0,1.0,
2103441206,1.0,1.0,
2103445501,1.0,1.0,
2103445598,1.0,1.0,
2103446612,1.0,1.0,
2103645198,7.243,7.459,7.761
2103657269,6.89,7.079,7.352
2103765567,1.0,1.0,
2104097978,1.0,1.0,
2104128574,1.0,1.0,
2104429901,1.0,1.0,
2104452085,1.0,1.0,
2104788476,1.0,1.0,
2104806086,1.0,1.0,
2105086391,2.751,2.775,4.056
2105448977,1.0,1.0,
2105448995,1.0,1.0,
2105449001,1.0,1.0,
2105449028,1.0,1.0,
2105453118,1.0,1.0,
2105453119,1.0,1.0,
2105453184,1.0,1.0,
2105453255,1.0,1.0,
2105457595,1.0,1.0,
2105470817,1.0,1.0,
2105488165,1.0,1.0,
2105488219,1.0,1.0,
2105492020,1.0,1.0,
2105492638,1.0,1.0,
2105789828,1.0,1.0,
2105789935,1.0,1.0,
2105790068,1.0,1.0,
2105794119,1.0,1.0,
2105794279,1.0,1.0,
2105798782,1.0,1.0,
2105798812,1.0,1.0,
2105824677,1.0,1.0,
2105833634,1.0,1.0,
2105833890,1.0,1.0,
2106135212,1.0,1.0,
2106135249,1.0,1.0,
2106161668,1.0,1.0,
2106166015,1.0,1.0,
2106170112,1.0,1.0,
2106174694,1.0,1.0,
2106445927,1.0,1.0,
2106467925,1.0,1.0,
2106472221,1.0,1.0,
2106497975,1.0,1.0,
2106507156,1.0,1.0,
2106514945,1.0,1.0,
2106778450,1.0,1.0,
2106778488,1.0,1.0,
2106787203,1.0,1.0,
2106804199,1.0,1.0,
2106817517,1.0,1.0,
2106822016,1.0,1.0,
2106847803,1.0,1.0,
2106847811,1.0,1.0,
2107140799,1.0,1.0,
2107162809,1.0,1.0,
2107167189,1.0,1.0,
2107176159,1.0,1.0,
2107184313,1.0,1.0,
2107184765,1.0,1.0,
2107188772,1.0,1.0,
2107188865,1.0,1.0,
2107188970,1.0,1.0,
2107193033,1.0,1.0,
2107197097,1.0,1.0,
2107197210,1.0,1.0,
2107197699,1.0,1.0,
2107482285,1.0,1.0,
2107490705,1.0,1.0,
2107508333,1.0,1.0,
2107508409,1.0,1.0,
2107521422,1.0,1.0,
2107525263,1.0,1.0,
2107529953,1.0,1.0,
2107823347,1.0,1.0,
2107866390,1.0,1.0,
2117545327,8.106,8.289,8.471
2117895198,7.178,7.539,7.402
2117916890,8.68,8.861,8.987
2117929003,7.464,7.571,7.972
2118913664,7.78,7.947,8.113
2119272595,6.989,7.116,7.641
2119273026,8.106,8.289,8.471
2119985101,6.959,7.069,7.481
2120982517,6.651,6.858,7.275
2121340624,7.156,7.39,7.751
2121685030,7.127,7.33,7.613
2121690154,7.053,7.25,7.54
2121707030,7.065,7.202,7.645
2121711447,6.767,6.892,7.356
2121719944,6.648,6.844,7.157
2122026858,6.575,6.712,7.046
2122047447,6.67,6.898,7.166
2122060818,6.851,7.037,7.298
2122073810,4.243,4.492,4.667
2122713426,6.666,6.85,7.089
2122761005,5.009,5.1,5.722
2123058597,6.58,6.799,7.029
2123096640,6.409,6.555,6.958
2123719053,6.761,6.934,7.237
2123809526,5.743,5.923,6.054
2124137753,4.654,4.935,5.02
2124762952,6.267,6.425,6.846
2125414881,6.511,6.754,7.067
2125424856,6.724,6.935,7.149
2126183507,5.879,6.059,6.386
2126296267,6.026,6.189,6.572
2126792076,7.062,7.316,7.542
2126857473,5.877,6.203,6.136
2126866046,5.289,5.747,5.646
2126943304,5.805,6.05,6.41
2127949176,6.809,7.129,7.005
2128191566,6.468,6.693,6.788
2128226181,6.35,6.73,6.768
2128285745,6.511,6.764,6.978
2128566765,6.491,6.675,6.77
2129240307,6.56,6.736,6.926
2129240697,6.241,6.675,6.545
2130242042,7.038,7.317,7.497
2131372466,1.0,,1.0
2131372546,1.0,,1.0
2131372734,1.0,,1.0
2131372750,1.0,,1.0
2131377138,1.0,,1.0
2131696932,1.0,,1.0
2131705304,1.0,,1.0
2131709474,1.0,,1.0
2131713897,1.0,,1.0
2132037566,1.0,,1.0
2132210365,7.837,8.093,8.138
2132374646,2.095,4.903,2.084
2132375072,2.257,3.714,2.234
2132421402,1.0,1.0,
2132422384,1.0,1.0,
2133060479,1.0,,1.0
2133103556,1.0,1.0,
2133103826,1.0,1.0,
2133332515,7.289,7.474,7.752
2134122853,1.0,1.0,
2134122882,1.0,1.0,
2134126987,1.0,1.0,
2134127287,1.0,1.0,
2134131536,1.0,1.0,
2134472295,1.0,1.0,
2134472645,1.0,1.0,
2134476973,1.0,1.0,
2134667506,7.657,7.862,8.147
2134692710,7.581,7.755,8.036
2134817763,1.0,1.0,
2134821858,1.0,1.0,
2134822126,1.0,1.0,
2134822333,1.0,1.0,
2135016054,7.565,7.762,8.034
2135020850,7.797,7.92,8.311
2135132845,1.0,1.0,
2135145228,1.0,1.0,
2135163363,1.0,1.0,
2135408892,2.528,2.565,4.466
2135482607,1.0,1.0,
2135499925,1.0,1.0,
2136146972,1.0,1.0,
2136151495,1.0,1.0,
2136186428,1.0,1.0,
2136522616,1.0,1.0,
2136522952,1.0,1.0,
2136526850,1.0,1.0,
2136527298,1.0,1.0,
2136798792,1.0,1.0,
2136863797,1.0,1.0,
2136872016,1.0,1.0,
2137161409,1.0,1.0,
2137161652,1.0,1.0,
2137165879,1.0,1.0,
2137165899,1.0,1.0,
2137170131,1.0,1.0,
2137200772,1.0,1.0,
2137204684,1.0,1.0,
2137506724,1.0,1.0,
2137507224,1.0,1.0,
2137511265,1.0,1.0,
2137541564,1.0,1.0,
2137545862,1.0,1.0,
2137550357,1.0,1.0,
2137839363,1.0,1.0,
2137839380,1.0,1.0,
2137856225,1.0,1.0,
2137856415,1.0,1.0,
2137861071,1.0,1.0,
2137878394,1.0,1.0,
2137886901,1.0,1.0,
2137891363,1.0,1.0,
2138189090,1.0,1.0,
2138197298,1.0,1.0,
2138197442,1.0,1.0,
2138197479,1.0,1.0,
2138219317,1.0,1.0,
2138219330,1.0,1.0,
2138223685,1.0,1.0,
2138227714,1.0,1.0,
2138232396,1.0,1.0,
2138232459,1.0,1.0,
2138232554,1.0,1.0,
2138547055,1.0,1.0,
2138552028,1.0,1.0,
2138560828,1.0,1.0,
2138564577,1.0,1.0,
2138564725,1.0,1.0,
2138569144,1.0,1.0,
2138569195,1.0,1.0,
2138849727,1.0,1.0,
2138888713,1.0,1.0,
2138896652,1.0,1.0,
2138897318,1.0,1.0,
