"bodyid","X","Y","Z"
"1138803621","5520","26931","16403"
"1138462578","4908","15994","24760"
"1138462526","0","12999","29183"
"1138462517","14","13948","30665"
"1138458236","5259","16336","32894"
"1138458221","23","17375","23325"
"1138458189","14","16384","24820"
"1138117104","2970","20578","22184"
"1137780791","48","13519","26521"
"1137780695","36","13998","25460"
"1137771848","4006","18592","24322"
"1137771829","24","13494","26424"
"1137771796","2664","18551","22642"
"1137767724","23","16790","24396"
"1137430679","4306","18312","22236"
"1137426569","23","13878","26533"
"1137426492","3859","19449","20918"
"1137426370","72","13749","22202"
"1137085624","25","14399","22887"
"1137085557","5246","14720","24304"
"1111917081","10856","30760","16382"
"1111580845","4994","26776","17334"
"1110173882","41","14873","24543"
"1109158791","3932","18894","22654"
"1108796315","28","13568","22746"
"1108473279","3636","18536","21698"
"1108468602","2630","21791","20609"
"1077783715","8893","28812","15440"
"1077454826","3768","16672","23199"
"1077434622","3235","19707","22321"
"1077424349","72","15600","22572"
"1077084188","12","15586","23195"
"1077084090","118","15892","22894"
"1046087606","2228","23086","26500"
"1017802759","338","16518","14968"
"987116716","52","13424","15872"
"956082289","4920","13450","19798"
"676504624","31951","32610","10408"
"297572076","6204","12890","23026"
"5813109987","858","16694","15644"
"5813035545","537","16165","15822"
"5813031359","106","19025","14325"
"5813016381","1134","18659","16524"
"5813016380","89","15964","14166"
"5812993252","636","14291","14762"
"5812983845","115","15239","14157"
"2088971332","1294","16599","16589"
"2026896672","546","14765","15634"
"1935821486","2557","16908","17699"
"1746884134","202","15354","14418"
"1719237849","378","17843","14370"
"1657516638","138","17682","14402"
"1625804774","312","18240","15074"
"1622740353","1029","16554","16650"
"1563372679","3170","19274","20537"
"1532699530","946","16412","15168"
"1379549812","442","18341","15528"
"1346465519","568","20066","16132"
"1261902646","1114","18926","17238"
"1260192984","515","15798","14715"
"1253700547","306","14302","15756"
"1230526698","460","19011","15660"
"1200523569","861","15717","15921"
"1200182520","500","18293","14508"
"1200182517","376","18388","14804"
"1198123389","67","15347","13568"
"1172627154","1384","16996","16582"
"1172623224","499","14025","15622"
"1167434000","1122","16108","16480"
"1167433990","116","15493","13920"
"1142598324","978","18283","15636"
"1142266328","1576","16572","16991"
"1142257556","2506","18408","18539"
"1141937695","626","14313","15647"
"1141601145","1167","15760","16189"
"1141259920","2386","17409","17937"
"1141251402","2334","16529","17561"
"1140547788","1403","18884","16735"
"1139153136","1712","17332","17316"
"1139153107","253","17187","14871"
"1138807924","1618","16858","17336"
"1138117141","3262","19148","20200"
"1137085556","635","16647","15153"
"1136744508","1162","18658","16204"
"1111572164","262","16035","14484"
"1111244201","4312.68","17125.4","19840"
"1111244083","3209","17219","18397"
"1111243870","1374","17918","16778"
"1111243796","463","16234","14959"
"1110906913","688","18348","15978"
"1110903093","394","15536","14898"
"1110903013","1456","16232","16772"
"1110885932","133","16774","14432"
"1110566303","3886","18018","19724"
"1110566098","911","15981","15739"
"1110562345","2508","17745","18276"
"1110535962","1907","16592","17345"
"1110186452","940","17152","16591"
"1080545525","530","17691","15442"
"1080212848","693","16796","14825"
"1079872487","592","17024","15512"
"1079867909","1128","16959","16266"
"1079859469","1513","15887","16837"
"1079527389","1714","19202","18141"
"1049839301","3116","18459","19121"
"1049511270","267","19897","16137"
"1049511179","179","17745","13964"
"1049510640","1477","19421","17925"
"1049506374","575","15737","14323"
"1049174217","1153","20243","17630"
"1048837669","81","17301","14471"
"1048837074","238","17576","15110"
"1047784109","1095","19233","16515"
"955383212","2742","19972","18730"
"1346788757","8369","24739","35383"
"1811306906","7002","20188","19406"
"5813133779","9642","22538","35116"
"5813130156","9310","22776","35200"
"5813078658","4263","15742","26759"
"5813045646","7690","21212","33260"
"5813045027","6431","20073","19929"
"5813039561","7962","16508","20264"
"5813038182","8264","19738","31971"
"5813038168","7288","17390","30280"
"5813016851","7946","19368","31395"
"5813000058","5351","19407","26318"
"5812989784","7829","18544","30938"
"5812989160","4550","20526","23318"
"5812987748","5253","20943","20366"
"2372697700","5820","20352","20392"
"2308585856","5790","19690","21974"
"2249598591","9149","19729","33810"
"2247202730","7673","19440","19918"
"2243458832","6074","19428","22388"
"2211737961","5612","19812","21252"
"2187515326","5062","19616","24970"
"2121340624","9312","22624","35220"
"2088950218","5832","19614","21154"
"2031960555","5394","19870","21502"
"2029573063","5999","19503","28409"
"2026862112","5234","19796","27344"
"2001633881","6124","19304","21898"
"2000900137","3025","19002","30036"
"1997498177","7446","18106","29947"
"1970253290","9214","22284","34724"
"1966494349","5654","19672","22360"
"1938174967","7563","20687","19184"
"1908528698","6939","18806","29745"
"1908524574","7850","19157","31353"
"1906789614","6238","19726","20621"
"1906116138","7228","18782","30102"
"1905429029","6724","19635","30567"
"1905093495","9624","22428","35148"
"1903397125","5849","20719","20814"
"1877152860","8674","19985","18757"
"1875409122","7414","20415","31666"
"1870993614","7868","17040","30793"
"1842682322","5534","19964","21460"
"1811646824","7055","20535","19372"
"1809273495","6308","20102","19960"
"1781295424","5040","20489","21807"
"1750247044","6057","20422","20303"
"1750243366","6495","19139","29554"
"1658502349","8397","20008","18768"
"1625101825","6108","20017","20609"
"1567482594","9144","23748","35164"
"1567482299","3890","16238","27754"
"1567145429","5288","18758","27688"
"1538471582","9312","23894","35066"
"1538135372","3184","20184","24772"
"1538135324","10255","18685","35062"
"1537803564","10388","17354","34064"
"1537803538","7936","18972","32338"
"1537803404","9790","20894","35140"
"1537798206","8597","22879","34051"
"1537797832","7466","19742","32042"
"1537793884","6283","19792","30051"
"1537456949","6422","19228","29185"
"1536793384","4232","19062","26250"
"1536788564","7889","19422","31675"
"1536783933","8082","24818","35624"
"1536783850","3216","19135","25380"
"1536452097","6603","20230","31912"
"1536451903","5224","22452","32020"
"1536446911","6414","19259","28846"
"1508459533","9421","23332","35114"
"1508118556","9594","15690","32584"
"1508118468","5707","19218","26973"
"1507787627","7063","18928","31718"
"1507787264","9422","23574","35088"
"1507781967","5520","21845","31795"
"1507446240","5472","19300","26926"
"1507445759","5924","19207","27643"
"1502304455","7512","24176","34700"
"1498582584","8198","19658","32047"
"1475391747","9194","19600","34271"
"1469240274","6379","19154","29756"
"1468230494","5688","19906","21061"
"1444024342","8246","21602","33700"
"1443682977","9578","21326","35179"
"1412332938","5252","20496","28311"
"1408535544","6901","18724","29674"
"1380957320","8134","24820","35594"
"1380957285","8611","19069","33730"
"1379277446","7085","19456","30657"
"1376134899","7776","19058","31138"
"1375798493","5641","19636","22093"
"1350945956","9522","19880","33672"
"1350273443","8064","24618","35390"
"1350272746","6641","19000","29567"
"1350268702","7801","19235","31491"
"1349253404","5524","19604","23404"
"1348920795","6762","18809","29870"
"1348916717","7868","19324","31388"
"1348584223","8358","24330","35060"
"1348580534","8422","23766","34608"
"1348248235","7260","19651","31963"
"1348247173","6916","18642","29884"
"1348242642","7801.56","19419.2","31391.6"
"1347906562","9464","23452","35114"
"1347906163","5268","19890","24960"
"1347905926","6272","20032","20860"
"1347902152","5718","20144","21004"
"1347901726","7405","20845","32820"
"1347901684","6673.86","19491.1","30195.1"
"1346460600","7920","24426","35654"
"1343732093","3777","14129","23321"
"1320263998","7841","17685","29763"
"1319927827","9696","23770","34866"
"1319923967","8492","24310","35434"
"1319919610","6102","18810","28046"
"1319919608","6002","19850","30763"
"1319591678","7046","24514","34392"
"1319591442","6498","19302","29864"
"1319591242","6274","19154","28178"
"1319583082","5166","20618","21346"
"1319579391","7788.46","18542.3","30660"
"1319578883","5860","18686","28233"
"1319574557","7816","21197","32692"
"1319246910","4760","21544","20692"
"1316867205","9334","23853","35050"
"1316535138","9228","22514","35072"
"1316530839","8418","24192","35470"
"1316194019","7902","20354","31850"
"1289238972","5029","22799","31465"
"1289238970","8378","24250","35506"
"1289238742","7328.98","19963","32266.7"
"1289238358","5830","18684","29748"
"1289233864","3780","21074","28450"
"1289233656","7763","18575","30622"
"1289229674","6315","19005","29225"
"1289229572","9360","19136","32956"
"1288897699","9478","23494","35072"
"1288893503","3870","17444","28902"
"1288893454","9454","23506","35078"
"1287865184","9294","19010","32900"
"1287860853","8514.76","19750","32095.1"
"1287856629","7887","20363","32028"
"1285167873","9448","23442","35082"
"1257508477","9347","18545","33497"
"1257504141","4869","21156","21368"
"1257167607","9659","19833","34460"
"1256835428","8510","22792","33966"
"1256831016","6824.4","19116","30092.8"
"1256830582","6864","18604","29298"
"1256490714","5141","21078","20382"
"1256490709","8198","21424","32816"
"1256153716","6661","19189.5","29933.5"
"1254460664","6871","19195","30123"
"1225791777","6916","20168","19784"
"1225455907","6904.02","18698","29570"
"1222302866","2570","17514","21416"
"1193085654","7588","23667","34777"
"1192739907","6125","21369","33508"
"1192736036","7956","20958","32838"
"1192735693","8724","19202","19360"
"1190591244","7856","22689","33645"
"1165085220","6926","20111","30617"
"1161705902","5796","19464","28378"
"1043005077","7964","24626","35512"
"979567244","6659.94","18641.3","29586.1"
"5901215952","12306","17043","39189"
"5813062759","11528","19882","38892"
"5813045024","8462","23780","35344"
"2339953253","11690","16754","37757"
"2279282060","11555","17771","38389"
"2278224718","11988","18992","38285"
"2246861609","10981","20025","40046"
"2244823763","11456","16538","39000"
"2059611420","10988","19443","40157"
"2027890302","11641","18824","38485"
"1933429987","8807","22713","34392"
"1810944084","11846","18408","38092"
"1750587711","8687","25136","35002"
"1562352871","11748","18696","37628"
"1528926565","7925","23712","34499"
"1508123771","8426","25392","35268"
"1507441049","11790","20338","39744"
"1505412068","8784","23486","34969"
"1502318251","9257","22253","34322"
"1502304335","8303","22934","33939"
"1466516076","11977","19504","38550"
"1412989266","7586","23342","33782"
"1412989088","7215","24320","34014"
"1351282553","8020","24999","35421"
"1350937208","8299","23327","34151"
"1350626363","8764","23953","34283"
"1350613510","8194","24114","35244"
"1349603861","11670","19337","39071"
"1348920548","11840","16752","37206"
"1348242919","11579","21245","39728"
"1320273763","7172","23854","33762"
"1319932206","8622","24499","35172"
"1319928264","7598","23695","33605"
"1319928209","6494","24940","34248"
"1319927345","7527","24695","34480"
"1319919814","11365","18706","37629"
"1319919698","7583","24171","33923"
"1319915822","7390","23597","34005"
"1319915731","6962","23580","32903"
"1319911391","11547","14403","37869"
"1319591709","8088","22576","33272"
"1319591655","11347","20403","38902"
"1319591563","8210","24293","34794"
"1319591480","11926","15990","37236"
"1319591297","8789","24822","34805"
"1319587380","7301","25046","34468"
"1319587003","7260","23173","32896"
"1319583205","8220","22588","33660"
"1319583148","8557","24931","35295"
"1319579283","7106","24172","33260"
"1319251041","7890","25452","35568"
"1317457971","7067","23381","33576"
"1317208043","11837","19777","39365"
"1316534973","8167","24593","35532"
"1289574672","8299","23917","34311"
"1289574643","8102","24369","34361"
"1289238130","7693","24334","34586"
"1289234133","8988","24842","35102"
"1289233847","7248","24432","33638"
"1289233760","7276","24316","34508"
"1289229700","11629","20797","38016"
"1288893609","8168","25325","35058"
"1257167345","12216","19879","39013"
"1256831471","12235","16519","37857"
"1256826061","11684","18894","39126"
"1256494044","11704","20542","38850"
"1256490087","11638","20762","39723"
"1254037524","6746","23040","32176"
"1252677095","8225","22129","33337"
"1252337419","6846","24482","34436"
"1131011511","8689","23915","34891"
"5901224667","1775","21983","24662"
"5813040216","2744","21138","24052"
"5813016373","34","19438","21472"
"5813016056","148","19086","19466"
"5812990740","1895","20784","21985"
"5812990315","1789","22226","25385"
"5812987241","62","18005","20849"
"5812986875","75","16597","17852"
"5812986564","36","18376","19858"
"2283671710","3039","21841","27110"
"1879165918","4522","26601","16911"
"1816754260","1948","21624","23655"
"1692619060","7262","28890","15294"
"1692278031","2814","21105","24304"
"1661588290","2858","21546","24294"
"1599517714","2921","21053","28145"
"1567452222","2597","22552","19842"
"1442293171","2348","20456","22206"
"1441590591","2641","21830","21662"
"1413986475","2204","21347","23245"
"1169143321","9","19940","25566"
"1168798447","14","18478","24502"
"1168457108","23","19644","24295"
"1138799226","3921","24591","17644"
"1138795086","2511","21359","23708"
"1138795022","44","18232","23778"
"1138453852","2330","20497","22112"
"1138449419","12","19122","26837"
"1138108777","54","19282","21588"
"1137767646","2","18898","25967"
"1137767444","30","20216","23838"
"1109149659","42","18428","23758"
"1108800338","741","15755","18283"
"1108787548","2192","20548","22532"
"1108459090","42","18131","20935"
"1108450770","64","18332","22293"
"1108446524","34","18788","27556"
"1108446169","55","17986","20580"
"1108109684","2645","21517","28380"
"1108109658","14","20660","30676"
"1108109641","24","18252","24442"
"1108109580","4203","21641","32209"
"1108105485","32","19130","27530"
"1108100980","23","19900","25762"
"1108100939","24","21280","31380"
"1107768683","38","14846","17867"
"1107764206","12","20424","26336"
"1107764184","16","21074","28914"
"1107764141","20","20764","27010"
"1107423158","423","17667","21881"
"1107423154","3285","21887","32303"
"1107423142","23","17865","27906"
"1107423040","16","20214","25744"
"1107418837","28","20844","24731"
"1107082256","2427","20732","23878"
"1107082199","72","18124","20823"
"1078788519","32","18150","23948"
"1078443321","32","21612","26261"
"1078102490","727","21053","25132"
"1078102400","33","18291","23818"
"1078102267","0","19838","23348"
"1078097817","125","21154","22601"
"1077783684","2698","20368","22215"
"1077761540","2125","21287","23414"
"1077761532","34","18506","19582"
"1077761302","2586","21462","24417"
"1077756731","82","20940","22187"
"1077752344","2612","23371","19182"
"1077424293","2733","20161","22368"
"1077420174","14","18786","22476"
"1077415919","24","20010","23487"
"1077415831","11","21698","27464"
"1077411306","878","21066","21814"
"1077079340","36","16520","20635"
"1077079217","30","19914","24751"
"1077074710","2399","22001","25663"
"1077070378","82","21930","25555"
"1076738914","44","14834","20912"
"1076729226","89","21229","22702"
"1076729222","1592","21662","23634"
"1076729207","23","21255","26269"
"1076724912","1726","22327","26372"
"1076724887","2351","22511","27738"
"1047412496","2646","23164","19462"
"1047075964","2311","21059","23414"
"1046730586","1695","22314","26118"
"1046726280","2222","21584","24384"
"1046726105","19","19819","21671"
"1046726043","2690","21668","23258"
"1046385229","72","21466","24306"
"1046385221","11283","29902","11887"
"1046385084","28","20696","22594"
"1046039987","2672","22617","28975"
"1046039977","22","22007","25768"
"985347040","358","20395","20939"
"984018803","2750","20743","22979"
"892959608","3086","21264","24090"
"892268119","2164","21424","23056"
"892255086","1328","20084","20246"
"891927856","2310","22550","20296"
"891927839","2978","22078","27928"
"891922783","308","16128","15862"
"891586904","588","15962","15824"
"861920004","7100","23250","34714"
"861579069","4718","23206","31634"
"861570090","735","22371","27157"
"861565546","62","15147","16198"
"861233303","969","19343","19460"
"5901118359","1019","21336","18722"
"5813131327","1354","21150","18883"
"5813079014","1565","20794","18374"
"5813048452","1253","20557","17930"
"5813048451","1307","20774","19163"
"5813048450","693","20543","16773"
"5813048447","1578","20946","19249"
"5813031440","950","21618","18462"
"5813016041","2024","21454","21770"
"5813015763","1747","21697","20593"
"1692614515","1977","21246","20082"
"1383633527","1864","20950","19756"
"1352598905","1002","20239","17045"
"1321222721","1580","20566","19131"
"1137763222","854","20897","17436"
"1108113892","972","16564","16335"
"985347061","1740","19264","19166"
"923648748","1278","22886","22435"
"923644961","880","15557","16384"
"893642012","621","15187","16119"
"893632417","1574","20343","18145"
"893305416","2163","21459","19295"
"892963919","2170","21584","20870"
"892963681","2232","21115","19781"
"892963477","517","22417","20258"
"892963332","2292","20178","19975"
"892958763","1635","20101","19482"
"892609615","640","16342","16716"
"892277609","2043","20745","19472"
"892277589","1848","19534","19622"
"892273269","2094","20757","21056"
"892268282","1902","20255","20169"
"891936249","1797","21207","19469"
"891927728","685","21337","17565"
"891927673","1763","21258","20886"
"891927484","1610","20464","18768"
"891923486","2091","20989","21933"
"891922927","824","21184","17988"
"891918572","464","15716","15805"
"891918523","1257","19571","18957"
"862269552","1451","21990","20865"
"862265735","2078","20472","21284"
"862265699","1697","21429","19991"
"862252074","1824","21009","21535"
"861920107","1262","20923","18194"
"861920007","1193","20682","17586"
"861915746","2092","20642","21551"
"861588280","705","21614","17922"
"861574669","1095","16809","17319"
"861574292","1461","22668","22841"
"861233221","716","15860","16429"
"861229045","1442","21074","19567"
"860896673","1734","21129","21894"
"642724189","25115","29239","14561"
"518217691","25310","32312","17559"
"327937506","25532","29787","23187"
"298262408","29820","26658","26560"
"518558825","24186","31052","9560"
"485511772","10092","31458","11781"
"454136171","16150","35030","17308"
"5901232053","31656","24916","14712"
"5901213911","29981","24344","28247"
"5901206990","29840","26871","26248"
"5813135108","29996","26936","28332"
"5813087953","26308","31060","20286"
"5813081474","23907","29942","25466"
"5813079004","25468","29326","22126"
"5813071370","29451","27741","26983"
"5813069315","30206","25106","28046"
"5813061262","29816","19250","9644"
"5813056168","29674","27852","26800"
"5813055817","29933","24676","27248"
"5813039952","25581","26896","10627"
"5813035244","30234","26655","28579"
"5813025521","29861","25255","27103"
"5813022429","23658","18682","13130"
"5813020960","29669","26486","26103"
"5813015448","25370","30947","21722"
"5813013249","30023","24418","28232"
"5813012193","23987","29448","27447"
"5813012178","30134","24180","28536"
"5813011166","24698","25934","9494"
"5813011165","28294","29639","24624"
"5813010722","30148","26668","28614"
"5813010721","29890","26942","27944"
"5813010279","26843","30990","21531"
"5813010266","29668","27177","27183"
"5813010265","29271","27663","27052"
"5813009865","25202","30546","17428"
"5812983755","29608","27838","26516"
"5812980710","24030","29316","27834"
"5812980253","24063","29780","26768"
"1049946735","24692","29756","15072"
"1048289014","25394","30914","22028"
"1046903356","23868","29850","26044"
"984833702","23881","29878","26713"
"952792408","29662","27266","27108"
"925824977","26487","31296","21284"
"921757789","29546","27995","26311"
"917730988","26266","28940","20810"
"887640858","26527","18944","13095"
"862722715","24020","29761","27121"
"859688555","28028","29819","24476"
"859666136","23777","27162","27888"
"859665971","23872","29988","25728"
"859554255","27898","18366","14655"
"859006021","29318","28024","26605"
"857979304","30084","25782","27322"
"833043564","14434","31122","10954"
"828658121","29600","27650","26825"
"828631166","23954","30044","25159"
"828316308","29350","28164","26121"
"828316115","29706","27520","27274"
"823879266","25658","17818","13512"
"797597156","23758","29947","25747"
"797282094","29702","27713","26838"
"797281464","26844","30898","22834"
"797255293","24018","29664","26894"
"796940742","26427.8","31120","20617.4"
"796599303","29693","27337","27241"
"795943772","34014","22160","15142"
"794548591","29976","25798","27596"
"792856887","26830.8","28900","23855.6"
"792852667","24352","25808","28066"
"791457874","22778","23148","13800"
"790417325","25913","18647","13658"
"765564814","26396.4","31230","21312.8"
"763186493","25225","17868","15222"
"762836357","26926.1","30506.1","19772.5"
"762128241","24008","27800","26036"
"761838951","32782","24156","14936"
"761096077","23983","28065","26084"
"760798618","26784","28830","17398"
"733834095","25116","30932","21138"
"733187248","31060","24892","15024"
"705217250","29472","27857","26664"
"673772290","23958","29840","26173"
"673772244","23941","29711","26886"
"673435566","24052","29480","27394"
"672429275","26088","29419","15515"
"672092798","26468","31062","20651"
"671756253","25012","30512","17040"
"671751354","27202","30550","23554"
"671393987","23998","29926","27188"
"670409136","29914","25387","27904"
"670370239","26544","21230","11720"
"670089878","24064","26492","27468"
"670072852","29915","25948","27158"
"644083764","24820","30794","21532"
"643743142","23882","29758","25071"
"643152220","26954","31030","22795"
"643073880","23738","30061","25831"
"642422617","29948","24392","27209"
"641714522","25482","30854","18982"
"641709401","24019","29817","25244"
"641373426","24043","29937","26970"
"641057518","24822","30076","24313"
"639405054","29768","24298","10720"
"639063702","27641","29788","24481"
"637949421","20804","19137","14084"
"611706830","24386","27860","25758"
"611365952","25098","30326","16595"
"611361058","23872","30024","25880"
"611357256","24038","29566","27194"
"611020135","24034","29566","26980"
"611016455","24040","29484","27622"
"611016438","29541","28018","26638"
"610670860","24088","29876","25496"
"610342229","24050","29598","27158"
"610338229","24914","31073","21799"
"610023123","24038","29898","27188"
"610018976","23664","29714","25712"
"609997539","24054","29588","26940"
"609992451","24187","28121","25577"
"609384016","29388","27936","26552"
"608369629","26580","31133","21881"
"607264357","24066","29596","26101"
"604889732","24166","28518","25338"
"581358486","23785","29988","25767"
"581064707","29538","27583","26789"
"580667978","24708","30407","23855"
"578690477","24842","30828","22622"
"578337028","29788","27210","26131"
"578008551","24038","29594","26894"
"577304838","26823","23523","7183"
"576597029","25002","29536","18690"
"575323308","24064","28377","16387"
"551065761","29848","26324","26350"
"549364902","29942","26918","28512"
"547672046","24310","25876","28092"
"547664568","29872","26808","28468"
"547659598","25058","30824","21264"
"547310358","30046","26914","28568"
"546981769","24338","25716","28096"
"546641044","29521","27740","26882"
"546559025","25006","30860","22428"
"545962614","34400","26448","15562"
"545906392","24881","29576","15781"
"543808842","30040","27016","28570"
"543804534","24032","29658","27376"
"519262429","25248","30952","20109"
"518576422","30042","27006","28364"
"517911104","23842","26903","27810"
"517242832","24470","30265","21124"
"516883989","24074","29400","27510"
"516551382","26242","30996","20497"
"516288120","26114","31064","19303"
"516287961","29206","27681","26794"
"515869245","24016","29704","26459"
"515605752","26416","31206","20890"
"515580115","24160","23078","7736"
"515524209","29416","27381","27390"
"514907308","29750","25394","26864"
"514906272","29971","24715","27678"
"514527219","17834","20270","5808"
"514219793","24024","29704","27302"
"513848395","25725","27378","10314"
"513464860","25372","28312","10574"
"513209805","33543","21972","12119"
"488581156","18372","28875","6493"
"487882906","29246","27718","26796"
"487882168","24066","29864","27582"
"487882114","24030","29966","27312"
"487545695","29182","27614","27312"
"487286529","29827","27069","26180"
"486522269","24038","29340","27494"
"486272154","26934","30954","22562"
"486185442","23820","30114","25946"
"485171192","24584","28760","24272"
"484838760","24052","29902","26630"
"484501839","23856","30114","26599"
"484147730","26728","31042","21536"
"483889019","29730","27409","27508"
"483099193","24070","29968","26736"
"482805831","23802","29672","26422"
"482783862","24040","29800","27458"
"482067572","30214","26716","28656"
"481394217","30064","26798","28582"
"480854134","29798","23048","14061"
"456847092","29939","26875","28393"
"456510774","24726","30658","22419"
"456506289","24042","29514","26792"
"454822714","24408","27706","25832"
"454481310","23930","30048","25618"
"454127707","24500","30769","22226"
"453873395","29480","27517","27040"
"453868924","29726","27438","27245"
"453536107","23998","29940","27364"
"453467404","29684","27390","26757"
"453453937","26709","31112","21756"
"451722668","24691","29305","19514"
"451054039","30481","26238","28643"
"451049085","23902","29906","26180"
"450026735","23864","30096","25904"
"449685246","30145","26856","28474"
"422837964","25164","30566","19023"
"422755871","23872","27688","26905"
"422419397","23844","30166","26003"
"421732477","23995","29820","24657"
"421728488","25428","30848","22711"
"421033734","25230","31016","22482"
"419665356","29818","27739","26349"
"391052159","30022","27114","28562"
"391016873","23680","29504","26143"
"390702220","25193","30646","18143"
"390015588","29506","27877","26883"
"389661909","23946","29948","26195"
"389316762","28026","30045","24088"
"389316722","29847","27302","26925"
"388289013","29732","27752","26188"
"362473525","26666","29306","21460"
"359317640","24036","29846","27090"
"358631295","25132","29670","14867"
"358627224","24090","29388","27754"
"358286385","24120","29566","26938"
"358277352","23852","29696","26559"
"357953145","23645","27446","29484"
"357599074","24800","29928","16076"
"330415373","24328","25606","28090"
"327945928","30058","26958","28624"
"327937837","24028","29738","27504"
"298599271","25871","26877","7864"
"5813009889","28336","33536","23558"
"987877232","27158","19250","13139"
"923787513","25854","16017","15949"
"733192083","33413","11538","17390"
"547978595","14567","18290","5896"
"297247801","11122","19528","4256"
"5901203730","22923","27873","27444"
"5813061328","32350","29246","28972"
"5813040502","31452","27284","28342"
"5812997518","30894","27376","27576"
"2223804634","30215","25155","26802"
"2132413349","27898","25142","25602"
"2070105871","24398","25825","25940"
"1850793623","29122","25145","25791"
"1850793439","29677","24994","25926"
"1788680762","27331","25291","25270"
"1788361337","29862","25034","26282"
"1758664678","27268","26440","24762"
"1758337351","30485","26680","27133"
"1099842508","30506","26658","27039"
"5901215173","29985","27615","28597"
"5901203878","30465","26413","27238"
"5813078599","30458","26862","28446"
"5813069112","30302","27079","28733"
"5813061474","19568","35897","31180"
"5813057594","30276","26046","26809"
"5813057546","30552","26643","27687"
"5813050750","26628","25728","25230"
"5813050720","30220","26943","28666"
"5813050676","30184","26968","27004"
"5813050022","30442","26972","28833"
"5813046525","30388","26870","28777"
"5813042606","30274","26979","28692"
"5813042603","22384","28828","31730"
"5813039424","30233","25935","27134"
"5813018852","29787","25510","26281"
"5813018842","30358","26594","28348"
"5813004627","29820","25477","26212"
"5812999669","30298","26780","28214"
"5812999097","26837","26212","24870"
"5812998311","30212","26027","27145"
"2289983912","23298","31362","32735"
"2259298672","23941","26463","26286"
"2228910920","30132","27823","28651"
"2228910793","30098","27737","28642"
"2228573847","24578","26382","25440"
"2228569805","29771","27473","28368"
"2228268375","24482","26280","25935"
"2227244612","30178","26974","28658"
"2164833926","26003","25901","25262"
"2164151407","24076","29553","29936"
"2164130952","30224","27147","28695"
"2163793358","26290","25877","25224"
"2136151495","30070","27701","28604"
"2136146972","30128","27851","28697"
"2135145228","29612","27822","28104"
"2133103826","30247","25751","27001"
"2132422384","30369","26735","28765"
"2132421402","26546","25902","25074"
"2105794119","29979","27625","28574"
"2105449028","30174","27851","28674"
"2105449001","30127","27547","28075"
"2105448977","30056","27622","28604"
"2103446612","30085","27445","28602"
"2102751384","26108","25971","25045"
"2102405375","30323","27314","28737"
"2102392518","30289","26651","28189"
"2102069089","22732","28353","29137"
"2102068842","29314","25439","25738"
"2101723693","18551","34506","31967"
"2101719157","30179","27199","28663"
"2101387048","21470","29604","32687"
"2074413812","30129","27672","28641"
"2073723397","30356","26504","26902"
"2073390873","29920","27590","28532"
"2073386507","26229","26360","25114"
"2073049935","30271","26501","27040"
"2072410774","30091","27690","28633"
"2072397710","30171","27236","28671"
"2072070166","29752","27674","28173"
"2071388678","23928","26450","26259"
"2041035230","30200","27687","28706"
"2040689820","24063","27139","25962"
"2008631840","29967","27561","28536"
"2008631215","29831","27609","28489"
"1979967428","29857","27442","28438"
"1977933882","25160","26455","25376"
"1977597054","30008","26231","26351"
"1977596902","29802","27801","28238"
"1945608021","30058","26229","26338"
"1883473629","30037","26354","26799"
"1883469572","26707","26372","25063"
"1883469558","29935","27504","28536"
"1883469542","30243","27889","28761"
"1883469292","30125","27086","28481"
"1883468979","30111","27656","28610"
"1883133491","26834","25802","25196"
"1882790992","26076","25764","25242"
"1852093674","26471","26125","24936"
"1821403680","29794","27431","28173"
"1821403502","29991","26283","26312"
"1821403418","29779","26045","25974"
"1821403388","29986","28089","28567"
"1821403375","29688","27617","28455"
"1821062423","30013","27939","28587"
"1820720776","26998","26025","24726"
"1789695647","30052","27738","28616"
"1758664807","19541","27255","35726"
"2070688742","30463","26458","27918"
"2070688701","30086","27194","28594"
"2070351726","29644","25391","25923"
"2070351714","21432","33413","32592"
"2070014719","30644","27092","28852"
"2038980773","28633","25392","25717"
"2038634459","26000","25372","25398"
"1852097022","29854","27609","28496"
"1851756979","23904","26652","26254"
"1851756963","30271","26852","28695"
"1851756822","30551","26721","28890"
"1820388536","30162","25953","26763"
"1789363459","30427","26181","27412"
"1789358636","30466","26730","28824"
"1789022034","30207","25791","26711"
"2071034348","24436","26626","25767"
"2040008036","23758","26554","26454"
"2039317327","24013","26440","26431"
"2008627426","27066","25819","24920"
"2007603825","28511","24853","25754"
"1976232101","30325","26815","28781"
"1914500037","30499","27515","28346"
"1852097284","26417","26197","25007"
"1851756980","30572","26482","28551"
"1821062620","29957","27760","28558"
"1821062392","29763","25750","25941"
"1820388940","30352","26676","28754"
"1789363477","30389","26185","27951"
"1758327834","29870","26088","25964"
"1947641125","24325","26652","25149"
"5813038293","1514","18076","22124"
"5812987690","749","19644","15367"
"1627509034","5314","17608","22744"
"1293011130","8093","21150","33342"
"1200541193","2704","19936","18606"
"1199850242","6950","19252","30922"
"5813090856","3779","20257","17899"
"5813077663","3772","18459","20039"
"5813067945","2171","19070","17601"
"5813067943","1850","17681","17022"
"5813062009","1839","18889","16273"
"5813054032","2784","18808","18725"
"5813048670","4368","20126","18834"
"5813038294","2243","19715","17555"
