bodyid,pre,post,upstream,downstream,status,name,voxels,soma,side,connectivity.type,cell.type,class,cellBodyFiber,glomerulus,presyn.glom,layer,ct.layer,axon.outputs,axon.inputs,total.length,cable.length.glom.um,axon.length,notes
2107197699,23,32,32,94,Traced,ORN_VA2,15094364,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,94,32,28.76095615,NA,28.76095615,
2136522616,79,153,153,376,Traced,ORN_VA2,47130706,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,376,153,162.3200495,NA,162.3200495,
2136522952,40,56,56,146,Traced,ORN_VA2,21027868,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,146,56,50.12014811,NA,50.12014811,
2136527298,34,59,59,152,Traced,ORN_VA2,17882459,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,152,59,41.07145345,NA,41.07145345,
2136863797,24,41,41,111,Traced,ORN_VA2,11508616,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,111,41,28.0662522,NA,28.0662522,
2136872016,23,39,39,103,Traced,ORN_VA2,13823590,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,103,39,33.78620496,NA,33.78620496,
2137200772,45,75,75,162,Traced,ORN_VA2,30926691,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,162,75,91.38405392,NA,91.38405392,
2137204684,58,83,83,245,Traced,ORN_VA2,34170484,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,245,83,83.12595947,NA,83.12595947,
2137541564,34,59,59,165,Traced,ORN_VA2,17099028,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,165,59,44.10233872,NA,44.10233872,
2137545862,83,132,132,346,Traced,ORN_VA2,51715407,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,346,132,171.216272,NA,171.216272,
2137550357,31,47,47,130,Traced,ORN_VA2,19045694,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,130,47,41.15836789,NA,41.15836789,
2137878394,50,106,106,189,Traced,ORN_VA2,31122566,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,189,106,95.78251036,NA,95.78251036,
2137886901,40,64,64,147,Traced,ORN_VA2,24788002,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,147,64,59.60278732,NA,59.60278732,
2137891363,59,80,80,234,Traced,ORN_VA2,39134295,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,234,80,88.18103321,NA,88.18103321,
2138219317,52,97,97,202,Traced,ORN_VA2,31368780,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,202,97,123.3012927,NA,123.3012927,
2138219330,43,76,76,188,Traced,ORN_VA2,27126182,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,188,76,72.13537648,NA,72.13537648,
2138223685,19,19,19,69,Traced,ORN_VA2,14562658,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,69,19,40.85537485,NA,40.85537485,
2138227714,64,115,115,275,Traced,ORN_VA2,36921074,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,275,115,88.87084683,NA,88.87084683,
2138232396,22,31,31,82,Traced,ORN_VA2,14640630,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,82,31,34.41825868,NA,34.41825868,
2138232459,18,21,21,79,Traced,ORN_VA2,11114320,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,79,21,27.66305392,NA,27.66305392,
2138232554,53,68,68,227,Traced,ORN_VA2,39904232,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,227,68,88.26560769,NA,88.26560769,
2138564577,24,25,25,90,Traced,ORN_VA2,20702167,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,90,25,51.88903666,NA,51.88903666,
2138569144,22,31,31,104,Traced,ORN_VA2,14415517,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,104,31,36.2410996,NA,36.2410996,
2138569195,22,33,33,83,Traced,ORN_VA2,13304969,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,83,33,67.86478529,NA,67.86478529,
2167553250,64,94,94,279,Traced,ORN_VA2,41300075,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,279,94,118.4018931,NA,118.4018931,
2167885918,43,63,63,181,Traced,ORN_VA2,32280295,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,181,63,70.51461716,NA,70.51461716,
2167885988,46,79,79,200,Traced,ORN_VA2,34786580,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,200,79,99.27151279,NA,99.27151279,
2167898830,32,41,41,148,Traced,ORN_VA2,18694146,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,148,41,46.84322379,NA,46.84322379,
2168235227,57,103,103,251,Traced,ORN_VA2,37002234,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,251,103,111.6490703,NA,111.6490703,
2168239739,28,36,36,143,Traced,ORN_VA2,19278780,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,143,36,28.78237849,NA,28.78237849,
2168571819,32,73,73,154,Traced,ORN_VA2,18102838,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,154,73,49.09938447,NA,49.09938447,
2168571905,39,62,62,176,Traced,ORN_VA2,21155277,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,176,62,64.14675684,NA,64.14675684,
2168572270,69,118,118,262,Traced,ORN_VA2,43978151,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,262,118,108.6982972,NA,108.6982972,
2168576352,42,61,61,179,Traced,ORN_VA2,20217931,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,179,61,60.0755848,NA,60.0755848,
2168576610,69,121,121,272,Traced,ORN_VA2,41496882,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,272,121,131.1047553,NA,131.1047553,
2168908719,88,125,125,361,Traced,ORN_VA2,50457942,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,360,125,149.0282834,NA,149.0282834,
2169254031,21,26,26,72,Traced,ORN_VA2,10087436,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,72,26,21.11143888,NA,21.11143888,
2169267537,26,18,18,92,Traced,ORN_VA2,16557123,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,92,18,36.22955534,NA,36.22955534,
2169599839,50,41,41,200,Traced,ORN_VA2,21882124,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,200,41,46.15199486,NA,46.15199486,
2198243007,27,39,39,114,Traced,ORN_VA2_R,39160436,FALSE,B-ipsi,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,114,39,157.1751652,NA,157.1751652,
2198579859,80,141,141,316,Traced,ORN_VA2,52483631,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,316,141,146.972405,NA,146.972405,
2198584024,27,41,41,121,Traced,ORN_VA2,11366622,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,121,41,46.32215992,NA,46.32215992,
2198925014,36,29,29,144,Traced,ORN_VA2,23563990,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,144,29,48.76749915,NA,48.76749915,
2198928886,21,25,25,87,Traced,ORN_VA2,12890727,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,87,24,36.90518096,NA,36.90518096,
2198929158,19,21,21,89,Traced,ORN_VA2,10797862,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,89,21,24.62368715,NA,24.62368715,
2199261919,87,130,130,358,Traced,ORN_VA2,59430957,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,358,130,159.8741053,NA,159.8741053,
2199611432,23,26,26,89,Traced,ORN_VA2,17675111,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,89,26,40.4732539,NA,40.4732539,
2199615494,22,29,29,78,Traced,ORN_VA2,13688455,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,78,28,35.39962879,NA,35.39962879,
2199961165,58,69,69,241,Traced,ORN_VA2,32405172,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,241,69,83.55653898,NA,83.55653898,
2200288919,24,28,28,109,Traced,ORN_VA2,11692697,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,109,28,40.28093421,NA,40.28093421,
2200301686,20,45,45,78,Traced,ORN_VA2,14919370,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,78,45,42.61320911,NA,42.61320911,
2229278366,10,2,2,50,Traced,ORN_VA2,43352525,FALSE,NA,uncertain,uncertain,ORN,NA,,NA,1,1,50,2,48.22589557,NA,48.22589557,
2229973318,23,25,25,84,Traced,ORN_VA2,15251084,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,84,24,47.35097036,NA,47.35097036,
2230642295,23,25,25,94,Traced,ORN_VA2,12747046,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,91,25,43.94671593,NA,43.94671593,
2230646124,40,53,53,148,Traced,ORN_VA2,22997575,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,148,53,54.2421062,NA,54.2421062,
2230646168,25,24,24,84,Traced,ORN_VA2,17394596,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,83,24,33.05722355,NA,33.05722355,
2230983145,43,73,73,158,Traced,ORN_VA2,26948392,FALSE,NA,ORN_VA2,ORN_VA2,ORN,NA,VA2,NA,1,1,158,73,85.08079525,NA,85.08079525,
2231302306,59,80,80,278,Traced,ORN_VA3,43360103,FALSE,NA,ORN_VA3,ORN_VA3,ORN,NA,VA3,NA,1,1,278,80,122.0419869,NA,122.0419869,
2228910941,53,54,54,218,Traced,ORN_VA4,56748316,FALSE,NA,ORN_VA4,ORN_VA4,ORN,NA,VA4,NA,1,1,218,54,201.8443078,NA,201.8443078,
5813003348,58,75,75,241,Traced,ORN_VA4,72745459,FALSE,NA,ORN_VA4,ORN_VA4,ORN,NA,VA4,NA,1,1,241,75,255.3333798,NA,255.3333798,
2076119289,13,19,19,73,Traced,ORN_VA5,12568085,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,73,19,47.62183889,NA,47.62183889,
2168524681,80,71,71,418,Traced,ORN_VA5,70640191,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,418,71,147.8176968,NA,147.8176968,
2168533487,171,190,190,771,Traced,ORN_VA5,127498343,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,771,190,374.8262668,NA,374.8262668,
2168869893,169,172,172,735,Traced,ORN_VA5,153166739,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,735,172,328.1611408,NA,328.1611408,
2169219786,73,64,64,404,Traced,ORN_VA5,58582965,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,404,64,141.4924057,NA,141.4924057,
2169224232,74,63,63,372,Traced,ORN_VA5,61177545,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,372,63,148.0892983,NA,148.0892983,
2199218544,61,59,59,344,Traced,ORN_VA5,59505504,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,344,59,128.5125184,NA,128.5125184,
2199559677,71,63,63,366,Traced,ORN_VA5,66114570,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,366,63,142.0198318,NA,142.0198318,
5812994785,161,173,173,697,Traced,ORN_VA5,125363319,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,697,173,339.3290508,NA,339.3290508,
5813001792,74,92,92,417,Traced,ORN_VA5,78836369,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,417,92,185.8193525,NA,185.8193525,
5813003358,166,170,170,760,Traced,ORN_VA5,147731571,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,760,170,376.3083322,NA,376.3083322,
5813003362,163,213,213,731,Traced,ORN_VA5,190769529,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,731,213,444.7146065,NA,444.7146065,
5813004665,66,61,61,364,Traced,ORN_VA5,65686455,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,364,61,134.8651299,NA,134.8651299,
5813004702,156,169,169,695,Traced,ORN_VA5,134308848,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,695,169,330.2504488,NA,330.2504488,
5813039420,118,153,153,514,Traced,ORN_VA5,107521635,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,514,153,278.824389,NA,278.824389,
5813061255,58,48,48,325,Traced,ORN_VA5,59741519,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,325,47,148.5254262,NA,148.5254262,
5813068337,52,64,64,278,Traced,ORN_VA5,56768246,FALSE,NA,ORN_VA5,ORN_VA5,ORN,NA,VA5,NA,1,1,278,64,123.8886526,NA,123.8886526,
1920603834,66,83,83,355,Traced,ORN_VA6,37272254,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,355,83,118.3094939,NA,118.3094939,
1920603934,28,25,25,145,Traced,ORN_VA6,16016163,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,145,25,61.14812494,NA,61.14812494,
1920608152,56,73,73,264,Traced,ORN_VA6,28829002,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,264,73,107.5985494,NA,107.5985494,
1920944950,47,57,57,259,Traced,ORN_VA6,24385054,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,259,57,70.64008716,NA,70.64008716,
1920949241,102,146,146,460,Traced,ORN_VA6,55402149,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,460,146,151.8247443,NA,151.8247443,
1921290382,24,34,34,115,Traced,ORN_VA6,12024953,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,115,34,39.41895385,NA,39.41895385,
1921290498,19,14,14,102,Traced,ORN_VA6,10745783,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,102,14,24.79321987,NA,24.79321987,
1921294743,48,46,46,248,Traced,ORN_VA6,28139158,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,248,46,87.89761111,NA,87.89761111,
1921635613,34,42,42,155,Traced,ORN_VA6,16100439,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,155,42,47.23995618,NA,47.23995618,
1921635826,50,59,59,256,Traced,ORN_VA6,37309701,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,256,59,55.17978904,NA,55.17978904,
1921639938,44,41,41,216,Traced,ORN_VA6,20773409,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,216,41,87.17922449,NA,87.17922449,
1950956576,36,46,46,163,Traced,ORN_VA6,15497369,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,163,46,50.84584818,NA,50.84584818,
1951297341,87,107,107,418,Traced,ORN_VA6,49006480,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,418,107,174.2688254,NA,174.2688254,
1951297564,54,55,55,254,Traced,ORN_VA6,29188214,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,254,55,82.82139182,NA,82.82139182,
1951634193,47,37,37,269,Traced,ORN_VA6,25183206,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,269,37,69.26915204,NA,69.26915204,
1951638298,28,43,43,120,Traced,ORN_VA6,10549373,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,120,43,38.20730213,NA,38.20730213,
1951638332,26,27,27,128,Traced,ORN_VA6,13384652,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,128,27,41.94818418,NA,41.94818418,
1951638336,85,130,130,379,Traced,ORN_VA6,37884201,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,379,130,114.1955449,NA,114.1955449,
1951638388,94,126,126,434,Traced,ORN_VA6,49052540,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,434,126,150.4818986,NA,150.4818986,
1951638640,59,64,64,267,Traced,ORN_VA6,30328251,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,267,64,92.09695021,NA,92.09695021,
1951638643,51,64,64,266,Traced,ORN_VA6,37011044,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,266,64,103.5001905,NA,103.5001905,
1951642477,50,62,62,229,Traced,ORN_VA6,30850676,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,229,62,81.39904986,NA,81.39904986,
1951642748,29,32,32,163,Traced,ORN_VA6,13205222,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,163,32,39.81752542,NA,39.81752542,
1951642829,87,117,117,422,Traced,ORN_VA6,41229527,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,422,117,112.5896742,NA,112.5896742,
1951642867,35,49,49,150,Traced,ORN_VA6,15842375,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,150,49,52.02501953,NA,52.02501953,
1951643003,47,41,41,237,Traced,ORN_VA6,23092754,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,237,41,44.25626906,NA,44.25626906,
1951643042,32,49,49,188,Traced,ORN_VA6,20767991,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,188,49,63.9108155,NA,63.9108155,
1951983985,36,38,38,210,Traced,ORN_VA6,24736247,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,210,38,74.22128471,NA,74.22128471,
1951987988,44,63,63,190,Traced,ORN_VA6,22931726,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,190,63,73.61313412,NA,73.61313412,
1951988087,32,37,37,201,Traced,ORN_VA6,19010990,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,201,37,47.36906457,NA,47.36906457,
1951988130,46,64,64,192,Traced,ORN_VA6,23626120,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,192,64,101.9754914,NA,101.9754914,
1951992717,41,48,48,188,Traced,ORN_VA6,14566451,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,188,48,50.84576207,NA,50.84576207,
1952329191,62,82,82,264,Traced,ORN_VA6,24006012,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,264,82,74.98218596,NA,74.98218596,
1952329239,60,66,66,333,Traced,ORN_VA6,30146211,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,333,66,88.19145693,NA,88.19145693,
1952333490,28,36,36,135,Traced,ORN_VA6,15049144,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,135,36,39.99492173,NA,39.99492173,
1952333815,14,16,16,81,Traced,ORN_VA6,15889423,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,81,16,49.81149052,NA,49.81149052,
1952674925,25,26,26,124,Traced,ORN_VA6,14191758,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,124,26,26.99203898,NA,26.99203898,
1953020443,90,114,114,434,Traced,ORN_VA6,92939896,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,434,114,375.1785904,NA,375.1785904,
1981650415,109,135,135,535,Traced,ORN_VA6,91981738,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,535,133,409.1130524,NA,409.1130524,
1981991229,60,67,67,331,Traced,ORN_VA6,36095710,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,331,67,86.33500421,NA,86.33500421,
1981991471,50,71,71,224,Traced,ORN_VA6,22158219,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,224,71,65.19965428,NA,65.19965428,
1981991527,89,105,105,391,Traced,ORN_VA6,42736035,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,391,105,152.38704,NA,152.38704,
1981995502,84,132,132,399,Traced,ORN_VA6,36774913,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,399,132,162.9948589,NA,162.9948589,
1982328174,47,81,81,205,Traced,ORN_VA6,21484812,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,205,81,80.10030485,NA,80.10030485,
1982332176,28,34,34,146,Traced,ORN_VA6,15277412,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,146,34,40.35317131,NA,40.35317131,
1982332225,52,66,66,224,Traced,ORN_VA6,21465720,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,224,66,51.0426561,NA,51.0426561,
1982332306,63,94,94,294,Traced,ORN_VA6,26892800,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,294,94,76.60399888,NA,76.60399888,
1982336521,31,37,37,152,Traced,ORN_VA6,15550589,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,152,37,45.87336342,NA,45.87336342,
1982341093,28,35,35,155,Traced,ORN_VA6,26999529,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,155,34,70.57739447,NA,70.57739447,
1982669243,65,78,78,364,Traced,ORN_VA6,34832716,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,364,78,105.3098007,NA,105.3098007,
1982669251,55,62,62,241,Traced,ORN_VA6,24420605,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,241,62,64.69977321,NA,64.69977321,
1982673199,38,45,45,196,Traced,ORN_VA6,23167893,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,196,45,54.43314189,NA,54.43314189,
1983032017,37,41,41,169,Traced,ORN_VA6,25583098,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,169,41,83.85610419,NA,83.85610419,
1983032138,90,102,102,400,Traced,ORN_VA6,41583532,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,400,102,141.5953914,NA,141.5953914,
1983359965,60,71,71,273,Traced,ORN_VA6,29269503,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,273,71,81.43517843,NA,81.43517843,
1983364112,63,97,97,265,Traced,ORN_VA6,28000238,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,265,97,79.94855378,NA,79.94855378,
1983373284,80,93,93,356,Traced,ORN_VA6,45850752,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,356,93,134.3028215,NA,134.3028215,
1983696486,33,35,35,162,Traced,ORN_VA6,15343143,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,162,35,39.97461299,NA,39.97461299,
1984050417,21,27,27,119,Traced,ORN_VA6,12655663,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,119,27,33.92858343,NA,33.92858343,
2013021846,36,27,27,178,Traced,ORN_VA6,16787575,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,178,27,33.28443236,NA,33.28443236,
2013022074,23,20,20,105,Traced,ORN_VA6,11759614,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,105,20,32.50032976,NA,32.50032976,
2013363026,24,17,17,119,Traced,ORN_VA6,15405384,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,119,17,53.10293341,NA,53.10293341,
2013366977,30,35,35,158,Traced,ORN_VA6,10928952,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,158,35,39.67620033,NA,39.67620033,
2013371258,31,31,31,152,Traced,ORN_VA6,14596797,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,152,31,50.20276488,NA,50.20276488,
2013375883,21,31,31,91,Traced,ORN_VA6,13109121,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,91,31,48.74937877,NA,48.74937877,
2013708057,21,22,22,106,Traced,ORN_VA6,12173024,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,106,22,36.57931212,NA,36.57931212,
2013712652,41,44,44,200,Traced,ORN_VA6,18057019,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,200,44,62.04068311,NA,62.04068311,
2014057997,31,37,37,172,Traced,ORN_VA6,19487566,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,172,37,50.58227155,NA,50.58227155,
2014394780,22,27,27,117,Traced,ORN_VA6,13518404,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,117,27,34.69714326,NA,34.69714326,
2014398891,41,42,42,194,Traced,ORN_VA6,19256277,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,194,42,62.99785303,NA,62.99785303,
2044056694,36,38,38,154,Traced,ORN_VA6,17605545,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,154,38,52.85211364,NA,52.85211364,
2044061100,21,15,15,119,Traced,ORN_VA6,12396902,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,119,15,26.03628582,NA,26.03628582,
5813097084,62,65,65,276,Traced,ORN_VA6,29879251,FALSE,NA,ORN_VA6,ORN_VA6,ORN,NA,VA6,NA,1,1,276,65,77.94959238,NA,77.94959238,
2106467925,71,62,62,287,Traced,ORN_VA7l,75224135,FALSE,NA,ORN_VA7l,ORN_VA7l,ORN,NA,VA7l,NA,1,1,287,62,268.7473289,NA,268.7473289,
2137161652,50,50,50,218,Traced,ORN_VA7l,35322276,FALSE,NA,ORN_VA7l,ORN_VA7l,ORN,NA,VA7l,NA,1,1,218,50,77.11940508,NA,77.11940508,
